"title","locality","price","url","image"
"For sale apartment 3+kt 100 m²","Pod Slovany, Praha 2 - Nové Město","19 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-pod-slovany/746235212","https://d18-a.sdn.cz/d_18/c_img_QR_ME/W0QBWBd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 90 m²","Smetanovo nábřeží, Praha 1 - Staré Město","20 000 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-stare-mesto-smetanovo-nabrezi/930784588","https://d18-a.sdn.cz/d_18/c_img_QN_KA/6U2YMl.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 38 m²","Nedašovská, Praha 5 - Zličín","3 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-zlicin-nedasovska/4213089612","https://d18-a.sdn.cz/d_18/c_img_QO_K3/q3QPJx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 59 m²","Peroutkova, Praha 5 - Jinonice","6 590 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-jinonice-peroutkova/699335756","https://d18-a.sdn.cz/d_18/c_img_QL_J2/iTiBdpM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 57 m²","Týmlova, Praha 4 - Michle","7 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-michle-tymlova/722035788","https://d18-a.sdn.cz/d_18/c_img_QL_J4/bRIpv1.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 59 m²","Peroutkova, Praha 5 - Jinonice","6 590 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-jinonice-peroutkova/804783180","https://d18-a.sdn.cz/d_18/c_img_QI_Jf/KgjBZqq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 36 m²","Čenětická, Praha 4 - Chodov","4 790 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-ceneticka/1940567372","https://d18-a.sdn.cz/d_18/c_img_QP_K8/EOiCfd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 55 m²","Živcová, Praha 5 - Radotín","5 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-radotin-zivcova/3698345036","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/48EBDWN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 74 m²","Frýdlantská, Praha 8 - Kobylisy","6 590 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-kobylisy-frydlantska/37303372","https://d18-a.sdn.cz/d_18/c_img_QR_L6/oEajoH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 46 m²","Olgy Havlové, Praha 3 - Žižkov","6 790 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-olgy-havlove/3499653212","https://d18-a.sdn.cz/d_18/c_img_gZ_i/GD9BBZY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 67 m²","Vašátkova, Praha 9 - Černý Most","5 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-cerny-most-vasatkova/4025558604","https://d18-a.sdn.cz/d_18/c_img_gS_n/sCInLw.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 100 m²","Kodaňská, Praha 10 - Vršovice","10 990 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-vrsovice-kodanska/4111864908","https://d18-a.sdn.cz/d_18/c_img_QM_Ka/Cb0BAJz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 77 m²","Javornická, Rychnov nad Kněžnou","4 980 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/rychnov-nad-kneznou-rychnov-nad-kneznou-javornicka/3000145228","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/HOQB7K.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 36 m²","Vintířov, district Sokolov","1 070 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/vintirov-vintirov-/95855948","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/rCxNUv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 55 m²","Veletržní, Praha 7 - Holešovice","6 800 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-holesovice-veletrzni/1577362764","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/hUYrEH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 50 m²","Vyšší, Praha 4 - Nusle","5 000 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-nusle-vyssi/1973965900","https://d18-a.sdn.cz/d_18/c_img_QN_KA/nObflW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 70 m²","Radimova, Praha 6 - Břevnov","9 228 960 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-brevnov-radimova/1116341324","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/azYmiJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 88 m²","Kytlická, Praha 9 - Prosek","6 995 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-prosek-kytlicka/1101415500","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/Yl4BDrx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
