"title","locality","price","url","image"
"For sale apartment 3+kt 88 m²","Rajhrad, district Brno-venkov","6 600 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/rajhrad-rajhrad-/1991615820","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/O8QBXgw.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 62 m²","Mostecká, Litvínov - Horní Litvínov","1 450 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/litvinov-horni-litvinov-mostecka/4059391052","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/pftYey.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 115 m²","Hakenova, Poděbrady - Poděbrady III","7 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/podebrady-podebrady-iii-hakenova/2985501772","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/MSVBvci.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 46 m²","V průčelí, Praha 4 - Chodov","5 700 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-v-pruceli/2791457868","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/QhbBp0E.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 46 m²","Luční, Semily - Podmoklice","2 252 460 CZK","https://sreality.cz/en/detail/sale/flat/2+1/semily-podmoklice-lucni/1597351244","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/FkYZRo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 74 m²","Zlín - Štípa, district Zlín","6 890 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/zlin-stipa-/95589708","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/fGbBuoA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 39 m²","Trmická, Praha 9 - Prosek","4 450 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-prosek-trmicka/4122121548","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/lbODgE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 55 m²","Nové sady, Brno - Staré Brno","6 710 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-stare-brno-nove-sady/176748364","https://d18-a.sdn.cz/d_18/c_img_gY_p/TA0fP.png?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 85 m²","Nové sady, Brno - Staré Brno","13 170 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-stare-brno-nove-sady/1004795724","https://d18-a.sdn.cz/d_18/c_img_gW_p/6LPmOt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 48 m²","Nové sady, Brno - Staré Brno","6 130 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno-stare-brno-nove-sady/1152972620","https://d18-a.sdn.cz/d_18/c_img_gY_p/LHRmHY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 29 m²","třída Generála Píky, Brno","3 950 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno--trida-generala-piky/3774408524","https://d18-a.sdn.cz/d_18/c_img_gT_r/aXnJY4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 65 m² (Mezonet)","Svratka, district Žďár nad Sázavou","4 961 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/svratka--/1362532444","https://d18-a.sdn.cz/d_18/c_img_QP_K5/qRHuZA.mpo?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 33 m²","Svratka, district Žďár nad Sázavou","2 964 500 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/svratka--/1762039900","https://d18-a.sdn.cz/d_18/c_img_QO_K2/DUVBn7x.mpo?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 57 m²","Svratka, district Žďár nad Sázavou","4 719 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/svratka--/3688011868","https://d18-a.sdn.cz/d_18/c_img_QN_KA/vdbElc.mpo?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 55 m²","třída Generála Píky, Brno","6 650 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno--trida-generala-piky/1404679500","https://d18-a.sdn.cz/d_18/c_img_QQ_Lh/JmhvPs.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 84 m²","třída Generála Píky, Brno","9 650 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno--trida-generala-piky/2136520012","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/MXVBX9L.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 90 m²","třída Generála Píky, Brno","10 650 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno--trida-generala-piky/3701388620","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/tqbmAn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 39 m²","Nové sady, Brno - Staré Brno","5 540 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno-stare-brno-nove-sady/4036670796","https://d18-a.sdn.cz/d_18/c_img_QP_K8/oaSDTZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 54 m²","Brno, district Brno-město","7 380 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno--/1502262604","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/VpSVpE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 45 m²","třída Generála Píky, Brno","5 950 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno--trida-generala-piky/1623779148","https://d18-a.sdn.cz/d_18/c_img_QL_Jw/eUgG2d.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 141 m²","třída Generála Píky, Brno","13 350 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/brno--trida-generala-piky/2443383884","https://d18-a.sdn.cz/d_18/c_img_QM_Ka/26JqGk.png?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 73 m²","Nové sady, Brno - Staré Brno","10 130 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-stare-brno-nove-sady/2979706188","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/OIsBRed.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 83 m²","třída Generála Píky, Brno","12 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno--trida-generala-piky/3136874316","https://d18-a.sdn.cz/d_18/c_img_QO_Kz/iM8H4A.png?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 66 m²","Vančurova, Tanvald - Šumburk nad Desnou","2 290 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/tanvald-sumburk-nad-desnou-vancurova/2098345036","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/pOaZlh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 96 m²","Radniční, Tanvald","2 399 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/tanvald-tanvald-radnicni/582751308","https://d18-a.sdn.cz/d_18/c_img_QL_J2/H6Jpwl.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 42 m²","Skelná, Jablonec nad Nisou","2 590 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/jablonec-nad-nisou-jablonec-nad-nisou-skelna/3930260556","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/swjZ3x.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 98 m²","Tyršova, Liberec - Liberec V-Kristiánov","7 800 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/liberec-liberec-v-kristianov-tyrsova/3502785612","https://d18-a.sdn.cz/d_18/c_img_QP_K8/Zk8BKIX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 80 m²","Krkonošská, Desná - Desná II","2 999 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/desna-desna-ii-krkonosska/829732172","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/tp5oJ6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 58 m²","Družstevní čtvrť, Hodonín","2 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/hodonin-hodonin-druzstevni-ctvrt/1804051788","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/SwbB6Iz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 70 m²","Žižkova, Tachov","3 250 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/tachov-tachov-zizkova/2611123532","https://d18-a.sdn.cz/d_18/c_img_QR_MH/Ez1CpC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 50 m²","Polaneckého, Praha 9 - Kbely","5 999 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-kbely-polaneckeho/890816332","https://d18-a.sdn.cz/d_18/c_img_QP_LA/PikBNG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 121 m²","Pasohlávky, district Brno-venkov","4 660 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/pasohlavky-pasohlavky-/106062924","https://d18-a.sdn.cz/d_18/c_img_QK_Jn/2tsB4wL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 56 m²","Týmlova, Praha - Michle","7 599 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-michle-tymlova/309834828","https://d18-a.sdn.cz/d_18/c_img_QP_K8/9fTBYSz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 21 m²","Poděbradská, Praha 9 - Vysočany","3 050 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-vysocany-podebradska/89429068","https://d18-a.sdn.cz/d_18/c_img_gU_p/QQy3Sh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 38 m²","Laudova, Praha 6 - Řepy","4 699 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-repy-laudova/2528298060","https://d18-a.sdn.cz/d_18/c_img_QL_J5/RzIBY6G.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 38 m²","Laudova, Praha 6 - Řepy","4 699 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-repy-laudova/296928332","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/wMJs6W.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 57 m²","Havířovská, Praha 9 - Letňany","6 290 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-letnany-havirovska/3035141452","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/t3NB7j2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 40 m²","Na Petynce, Praha 6 - Břevnov","6 600 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-brevnov-na-petynce/3998422860","https://d18-a.sdn.cz/d_18/c_img_QP_Ky/WWGK7a.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 80 m²","Kamenný Přívoz, district Praha-západ","4 200 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/kamenny-privoz-kamenny-privoz-/2708976972","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/QanBCdv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 104 m²","Veletržní, Praha 7 - Holešovice","10 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-holesovice-veletrzni/4285621324","https://d18-a.sdn.cz/d_18/c_img_QL_J7/ajUDxS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 56 m²","Sekaninova, Praha 2 - Nusle","9 200 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-nusle-sekaninova/1213248844","https://d18-a.sdn.cz/d_18/c_img_QN_KB/4ymBVn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 43 m²","Družstevní čtvrť, Hodonín","Information about price at agency","https://sreality.cz/en/detail/sale/flat/1+1/hodonin-hodonin-druzstevni-ctvrt/3366098252","https://d18-a.sdn.cz/d_18/c_img_QP_LF/EOMCyL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 52 m²","Janáčkova, Frýdek-Místek - Místek","2 590 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/frydek-mistek-mistek-janackova/50570572","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/ALqBwsz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 42 m²","Dlouhá, Česká Lípa","1 590 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/ceska-lipa-ceska-lipa-dlouha/430085452","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/YubDeF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 70 m²","Praha 4","8 300 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-praha-4-/716416332","https://d18-a.sdn.cz/d_18/c_img_QK_Jp/JZPnmt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 104 m²","Mezi Vodami, Praha 4 - Modřany","12 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-modrany-mezi-vodami/66299212","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/TFvZEj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 73 m²","Sedlářova, Praha 9 - Kbely","8 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-kbely-sedlarova/465544524","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/eCieGx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 79 m²","Řipská, Praha 3 - Vinohrady","10 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-ripska/3460277580","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/SOqBhoY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 130 m²","Pec pod Sněžkou, district Trutnov","Information about price at agency","https://sreality.cz/en/detail/sale/flat/4+kt/pec-pod-snezkou-pec-pod-snezkou-/1109338716","https://d18-a.sdn.cz/d_18/c_img_gR_j/YunblN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 44 m²","Andersenova, Praha 10 - Štěrboholy","4 496 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-sterboholy-andersenova/2844488780","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/poUCCE2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 147 m²","Kroftova, Praha 5 - Smíchov","15 990 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-smichov-kroftova/3142851420","https://d18-a.sdn.cz/d_18/c_img_QN_J9/e8iBj0E.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 91 m²","Ostrovní, Praha 1 - Nové Město","15 600 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-ostrovni/4165121356","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/nMIBgSR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 51 m²","Osadní, Praha 7 - Holešovice","8 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-holesovice-osadni/1092199756","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/mvnCZa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 74 m²","sídl. Hůrka, Kralupy nad Vltavou","Information about price at agency","https://sreality.cz/en/detail/sale/flat/3+kt/kralupy-nad-vltavou-kralupy-nad-vltavou-sidl--hurka/1395020876","https://d18-a.sdn.cz/d_18/c_img_QO_K3/kwNf3T.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 54 m²","Štefánikova, Brno - Ponava","5 900 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-ponava-stefanikova/4071576652","https://d18-a.sdn.cz/d_18/c_img_QK_Jn/g6SBNJg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 51 m²","Osadní, Praha 7 - Holešovice","9 290 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-holesovice-osadni/3776554316","https://d18-a.sdn.cz/d_18/c_img_QP_LF/I7mBqZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 116 m²","V mezihoří, Praha 8 - Libeň","15 700 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-liben-v-mezihori/2901194060","https://d18-a.sdn.cz/d_18/c_img_QP_K8/xygj7g.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 47 m²","Statenice - Černý Vůl, district Praha-západ","4 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/statenice-cerny-vul-/4231955532","https://d18-a.sdn.cz/d_18/c_img_QP_K7/X0mVqV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 50 m²","Křečovice - Živohošť, district Benešov","3 490 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/krecovice-zivohost-/3951830092","https://d18-a.sdn.cz/d_18/c_img_QN_J5/fVqBDzM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 108 m²","V Zahrádkách, Praha 3 - Žižkov","13 400 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-zizkov-v-zahradkach/733427532","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/CBdB6gE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 63 m²","Sudoměřská, Praha 3 - Žižkov","10 770 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-sudomerska/4281037900","https://d18-a.sdn.cz/d_18/c_img_QI_Jg/gCyBE21.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 79 m²","Plzeňská, Praha 5 - Smíchov","12 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-plzenska/3688674636","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/NQOCEYy.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 40 m²","U Sídliště, Starý Kolín - Bašta","2 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/stary-kolin-basta-u-sidliste/2055906636","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/6MlBmvQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 46 m²","Na Valtické, Břeclav - Charvátská Nová Ves","2 295 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/breclav-charvatska-nova-ves-na-valticke/3651310924","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/XggBt5p.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 61 m²","Moravská, Praha 2 - Vinohrady","10 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-moravska/2943579212","https://d18-a.sdn.cz/d_18/c_img_QI_Jg/0jfBFOl.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 44 m²","Kurta Hubera, Praha 9 - Čakovice","5 150 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-cakovice-kurta-hubera/3636024396","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/gpyBgpY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 69 m²","Sedlářova, Praha 9 - Kbely","8 349 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-kbely-sedlarova/1025918028","https://d18-a.sdn.cz/d_18/c_img_QO_K4/HpvCpP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 68 m²","Sedlářova, Praha","8 569 800 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha--sedlarova/3366519884","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/bBcCrb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 51 m²","V Jirchářích, Praha 1 - Nové Město","10 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-nove-mesto-v-jircharich/2384377164","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/9dXLEG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 32 m²","Všehrdova, Praha 1 - Malá Strana","7 950 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-mala-strana-vsehrdova/1891181644","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/c5iY0O.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+1 127 m²","Vřídelní, Karlovy Vary","12 500 000 CZK","https://sreality.cz/en/detail/sale/flat/4+1/karlovy-vary-karlovy-vary-vridelni/1679763276","https://d18-a.sdn.cz/d_18/c_img_QQ_Li/zE0BLx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 108 m²","Uhříněveská, Průhonice","15 000 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/pruhonice-pruhonice-uhrineveska/2307085388","https://d18-a.sdn.cz/d_18/c_img_QQ_Li/ootCAp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 108 m²","Praha 4 - Újezd u Průhonic","15 000 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-ujezd-u-pruhonic-/4114785612","https://d18-a.sdn.cz/d_18/c_img_QQ_Li/pcXB6f.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 36 m²","Počernická, Praha 10 - Strašnice","5 750 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-strasnice-pocernicka/1994344268","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/gQQBQLm.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 55 m²","Šrobárova, Praha 3 - Vinohrady","7 499 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-srobarova/3601372492","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/93lCAsO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 6 rooms plus 139 m²","Řeznická, Praha 1 - Nové Město","24 800 000 CZK","https://sreality.cz/en/detail/sale/flat/6-and-more/praha-nove-mesto-reznicka/536400972","https://d18-a.sdn.cz/d_18/c_img_QO_K2/wMiBoso.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 124 m²","Praha 1 - Nové Město","29 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-/1246970956","https://d18-a.sdn.cz/d_18/c_img_QL_J7/2nfDj0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 44 m²","Řipská, Praha 3 - Vinohrady","7 700 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-ripska/2299348044","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/ZqhoPc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 38 m²","Řipská, Praha 3 - Vinohrady","5 990 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/praha-vinohrady-ripska/3641525324","https://d18-a.sdn.cz/d_18/c_img_QQ_Lh/SYTCKT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 66 m²","Benediktská, Praha 1 - Staré Město","13 000 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-stare-mesto-benediktska/2958935116","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/uCBBPc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 184 m²","Benediktská, Praha 1 - Staré Město","32 500 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-stare-mesto-benediktska/2468619340","https://d18-a.sdn.cz/d_18/c_img_QL_J7/nQVC84.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 153 m²","Kloudova, Praha 5 - Jinonice","20 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-jinonice-kloudova/3840169036","https://d18-a.sdn.cz/d_18/c_img_QQ_Lh/W80CBPz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 53 m²","Benediktská, Praha 1 - Staré Město","10 800 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-stare-mesto-benediktska/274580556","https://d18-a.sdn.cz/d_18/c_img_QN_KB/MhOCje.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 78 m²","Vítkova, Praha 8 - Karlín","8 200 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-karlin-vitkova/1035367500","https://d18-a.sdn.cz/d_18/c_img_QR_ME/oL725l.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 241 m²","Praha 1 - Nové Město","39 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-nove-mesto-/1999811916","https://d18-a.sdn.cz/d_18/c_img_QN_KB/5h7DlY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 439 m²","Jeseniova, Praha 3 - Žižkov","24 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-zizkov-jeseniova/874796108","https://d18-a.sdn.cz/d_18/c_img_QP_K8/6cGPfD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 79 m²","Platanová, Benátky nad Jizerou - Benátky nad Jizerou II","4 690 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/benatky-nad-jizerou-benatky-nad-jizerou-ii-platanova/1704879180","https://d18-a.sdn.cz/d_18/c_img_QM_Kc/csSBhr9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 89 m²","Lublaňská, Praha 2 - Vinohrady","12 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-vinohrady-lublanska/1283081292","https://d18-a.sdn.cz/d_18/c_img_QI_Jh/EodBeno.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 92 m²","Lublaňská, Praha 2 - Vinohrady","13 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vinohrady-lublanska/3967435852","https://d18-a.sdn.cz/d_18/c_img_QP_K8/0y4L37.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 151 m²","Pod Závěrkou, Praha 5 - Smíchov","20 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-smichov-pod-zaverkou/1259029580","https://d18-a.sdn.cz/d_18/c_img_QL_J6/bnpBUAQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
